bus_id,bus_name,area,loss_zone,type,voltage,angle,load_P,load_Q,generation_p,generation_Q,base_kV,desired_volts,MAX_Q,Min_Q,G,B,control_bus_number
5654,5655,1,1,1,1.0664,-18.687,0,0,0,0,0,0,0,0,0,0,0
5655,5656,1,1,1,1.064,-34.132,0,0,0,0,0,0,0,0,0,0,0
5656,5657,1,1,1,1.0744,-31.34,0,0,0,0,0,0,0,0,0,0,0
5657,5658,1,1,1,1.0536,-28.635,0,0,0,0,0,0,0,0,0,0,0
5658,5659,1,1,1,1.0824,-17.867,0,0,0,0,0,0,0,0,0,0,0
5659,5660,1,1,1,1.0672,-34.039,0,0,0,0,0,0,0,0,0,0,0
5660,5661,1,1,1,1.0585,-21.19,0,0,0,0,0,0,0,0,0,0,0
5661,5662,1,1,1,1.0828,-37.596,0,0,0,0,0,0,0,0,0,0,0
5662,5663,1,1,1,1.0623,-20.624,0,0,0,0,0,0,0,0,0,0,0
5663,5664,1,1,1,1.0809,-37.505,0,0,0,0,0,0,0,0,0,0,0
5664,5665,1,1,1,1.074,-34.186,0,0,0,0,0,0,0,0,0,0,0
5665,5666,1,1,1,1.0579,-23.766,0,0,0,0,0,0,0,0,0,0,0
5666,5667,1,1,1,1.0725,-19.028,0,0,0,0,0,0,0,0,0,0,0
5667,5668,1,1,1,1.0767,-36.884,0,0,0,0,0,0,0,0,0,0,0
5668,5669,1,1,1,1.0766,-16.366,0,0,0,0,0,0,0,0,0,0,0
5669,5670,1,1,1,1.087,-17.317,0,0,0,0,0,0,0,0,0,0,0
5670,5671,1,1,1,1.0876,-17.537,0,0,0,0,0,0,0,0,0,0,0
5671,5672,1,1,1,1.0376,-35.797,0,0,0,0,0,0,0,0,0,0,0
5672,5673,1,1,1,1.1039,-16.742,0.0748,0.019,0,0,0,0,0,0,0,0,0
5673,5674,1,1,1,1.0964,-4.7382,0.0792,0.0031,0,0,0,0,0,0,0,0,0
5674,5675,1,1,1,1.0553,-27.13,0.0296,0.0304,0,0,0,0,0,0,0,0,0
5675,5676,1,1,1,1.0086,-29.036,0.1303,0.0636,0,0,0,0,0,0,0,0,0
5676,5677,1,1,1,1.0666,-37.441,0.1014,0.0474,0,0,0,0,0,0,0,0,0
5677,5678,1,1,1,0.9963,-30.303,0.6555,0.4206,0,0,0,0,0,0,0,0,0
5678,5679,1,1,1,1.08,-16.024,0.0778,0.005,0,0,0,0,0,0,0,0,0
5679,5680,1,1,1,1.08,-16.024,0,0,0,0,0,0,0,0,0,0,0
5680,5681,1,1,1,1.0817,-15.719,0,0.0018,0,0,0,0,0,0,0,0,0
5681,5682,1,1,1,1.0816,-15.738,0.1146,0.0437,0,0,0,0,0,0,0,0,0
5682,5683,1,1,1,0.99755,-33.963,0.1174,0.117,0,0,0,0,0,0,0,0,0
5683,5684,1,1,1,0.99751,-33.981,0.1317,0.1226,0,0,0,0,0,0,0,0,0
5684,5685,1,1,1,1.0763,-36.908,0.0843,0.0187,0,0,0,0,0,0,0,0,0
5685,5686,1,1,1,1.0755,-33.98,0.3603,0.1876,0,0,0,0,0,0,0,0,0
5686,5687,1,1,1,1.0591,-38.165,0.5068,0.1789,0,0,0,0,0,0,0,0,0
5687,5688,1,1,1,1.0646,-27.511,0.0992,-0.0166,0,0,0,0,0,0,0,0,0
5688,5689,1,1,1,1.0619,-27.708,0.2633,0.0841,0,0,0,0,0,0,0,0,0
5689,5690,1,1,2,1.0635,-27.659,0.1831,0.0321,0.105,0.1,0,0,0.2,0,0,0,0
5690,5691,1,1,1,1.1118,-12.404,0.0971,-0.0197,0,0,0,0,0,0,0,0,0
5691,5692,1,1,1,1.0658,-20.249,0.0529,0.0074,0,0,0,0,0,0,0,0,0
5692,5693,1,1,1,1.0557,-35.761,0.0466,0.0022,0,0,0,0,0,0,0,0,0
5693,5694,1,1,1,1.1182,-12.666,0.0967,0.0407,0,0,0,0,0,0,0,0,0
5694,5695,1,1,1,1.0762,-38.158,0.2158,0.031,0,0,0,0,0,0,0,0,0
5695,5696,1,1,1,1.0831,-16.379,0.0978,-0.0088,0,0,0,0,0,0,0,0,0
5696,5697,1,1,2,1.0551,-38.459,0.1193,0.0277,0.0115,0,0,0,0,0,0,0,0
5697,5698,1,1,2,1.0494,-24.219,0.0496,0.0062,0,0,0,0,0,0,0,0,0
5698,5699,1,1,1,1.0765,-16.294,0.1401,0.0122,0,0,0,0,0,0,0,0,0
5699,5700,1,1,1,1.0765,-16.301,0,0,0,0,0,0,0,0,0,0,0
5700,5701,1,1,1,1.0587,-18.806,0.1186,0.0281,0,0,0,0,0,0,0,0,0
5701,5702,1,1,1,1.0628,-18.484,0,0,0,0,0,0,0,0,0,0,0
5702,5703,1,1,1,1.0612,-24.149,0,0,0,0,0,0,0,0,0,0,0
5703,5704,1,1,1,1.0537,-24.581,0,0,0,0,0,0,0,0,0,0,0
5704,5705,1,1,1,1.0741,-17.218,0.1033,0.0596,0,0,0,0,0,0,0,0,0
5705,5706,1,1,1,1.0727,-37.29,0.0079,0.0032,0,0,0,0,0,0,0,0,0
5706,5707,1,1,2,1.0994,-33.296,0.0996,0.008,0.0088,0,0,0,0,0,0,0,0
5707,5708,1,1,1,1.0699,-36.467,0.1257,0.0251,0,0,0,0,0,0,0,0,0
5708,5709,1,1,1,1.1147,-29.79,0.2043,0.0402,0,0,0,0,0,0,0,0,0
5709,5710,1,1,2,1.1198,-28.907,0.1105,0.0904,0.82,0.1,0,0,0.615,0.1,0,0,0
5710,5711,1,1,2,1.1198,-28.906,0.101,0.0904,1.1,0.1737,0,0,0.9795,0.17,0,0,0
5711,5712,1,1,1,1.0823,-35.42,0.0943,0.0201,0,0,0,0,0,0,0,0,0
5712,5713,1,1,2,1.0825,-32.54,0.0786,0.005,0.005,0,0,0,0.01,0,0,0,0
5713,5714,1,1,1,1.0824,-32.536,0.0576,0,0,0,0,0,0,0,0,0,0
5714,5715,1,1,1,1.1178,-29.151,0.0943,0.0201,0,0,0,0,0,0,0,0,0
5715,5716,1,1,1,1.0804,-32.205,0.1446,0.0392,0,0,0,0,0,0,0,0,0
5716,5717,1,1,1,1.0757,-31.23,0.1257,0.0804,0,0,0,0,0,0,0,0,0
5717,5718,1,1,1,1.116,-29.57,0.241,0.0452,0,0,0,0,0,0,0,0,0
5718,5719,1,1,2,1.0624,-35.4,0.1048,0.0402,0.03,0.01,0,0,0.01,0,0,0,0
5719,5720,1,1,1,1.0922,-34.154,0.0629,0.0201,0,0,0,0,0,0,0,0,0
5720,5721,1,1,1,1.0835,-32.085,0.109,0.0322,0,0,0,0,0,0,0,0,0
5721,5722,1,1,1,1.0428,-36.367,0.0733,0.0201,0,0,0,0,0,0,0,0,0
5722,5723,1,1,1,1.1142,-29.636,0.2567,0.0603,0,0,0,0,0,0,0,0,0
5723,5724,1,1,1,1.1171,-29.381,0.1991,0.0502,0,0,0,0,0,0,0,0,0
5724,5725,1,1,1,1.12,-29.705,0,0,0,0,0,0,0,0,0,0,0
5725,5726,1,1,1,1.1198,-29.719,0,0,0,0,0,0,0,0,0,0,0
5726,5727,1,1,2,1.0769,-33.527,0.1362,0.0201,0.004,0,0,0,0,0,0,0,0
5727,5728,1,1,1,1.0796,-34.167,0.0524,0.0121,0,0,0,0,0,0,0,0,0
5728,5729,1,1,1,1.046,-34.93,0.0943,0.0301,0,0,0,0,0,0,0,0,0
5729,5730,1,1,2,1.0906,-32.661,0.2601,0.0744,0.55,0.35,0,0,0.35,0.04,0,0,0
5730,5731,1,1,2,1.0905,-32.655,0.1291,0.0201,0.55,0.233,0,0,0.35,0.04,0,0,0
5731,5732,1,1,2,1.1041,-30.869,0.1184,0.0382,0,0,0,0,0.05,0,0,0,0
5732,5733,1,1,1,1.1002,-30.328,0.0943,0.0251,0,0,0,0,0,0,0,0,0
5733,5734,1,1,1,1.1002,-30.318,0.0933,0.0241,0,0,0,0,0,0,0,0,0
5734,5735,1,1,1,1.0477,-34.829,0.1519,0.0432,0,0,0,0,0,0,0,0,0
5735,5736,1,1,1,1.1119,-30.499,0.109,0.0311,0,0,0,0,0,0,0,0,0
5736,5737,1,1,1,1.0434,-36.969,0.1048,0.0301,0,0,0,0,0,0,0,0,0
5737,5738,1,1,1,1.0458,-37.09,0.1205,0.005,0,0,0,0,0,0,0,0,0
5738,5739,1,1,2,1.0367,-35.581,0.1362,0.0332,0.007,0,0,0,0,0,0,0,0
5739,5740,1,1,1,1.0968,-33.088,0.1729,0.0322,0,0,0,0,0,0,0,0,0
5740,5741,1,1,1,1.0265,-40.751,0.0524,0,0,0,0,0,0,0,0,0,0
5741,5742,1,1,2,1.0344,-35.974,0.0472,0.003,0.003,0,0,0,0,0,0,0,0
5742,5743,1,1,2,1.076,-32.305,0.0419,0.0111,0.004,0,0,0,0,0,0,0,0
5743,5744,1,1,2,1.081,-32.801,0.0052,0.001,0.009,0,0,0,0,0,0,0,0
5744,5745,1,1,1,1.0874,-34.223,0.0996,0.0201,0,0,0,0,0,0,0,0,0
5745,5746,1,1,2,1.0245,-40.932,0.0629,0.005,0.007,0.0009,0,0,0.001,0,0,0,0
5746,5747,1,1,1,1.1045,-30.477,0.0084,0.004,0,0,0,0,0,0,0,0,0
5747,5748,1,1,1,1.1053,-28.787,0.1132,0.0402,0,0,0,0,0,0,0,0,0
5748,5749,1,1,2,1.0876,-31.246,0.0681,0,0.2,0,0,0,0,0,0,0,0
5749,5750,1,1,1,1.0835,-31.615,0,0,0,0,0,0,0,0,0,0,0
5750,5751,1,1,1,1.0835,-31.634,0,0,0,0,0,0,0,0,0,0,0
5751,5752,1,1,2,1.0607,-35.291,0.2135,0.0703,0.28,0.1,0,0,0.15,0,0,0,0
5752,5753,1,1,2,1.0608,-35.291,0.0151,0.01,0.132,0.05,0,0,0.05,0,0,0,0
5753,5754,1,1,1,1.0588,-35.613,0.1991,0.0402,0,0,0,0,0,0,0,0,0
5754,5755,1,1,1,1.0587,-35.437,0.1467,0.0402,0,0,0,0,0,0,0,0,0
5755,5756,1,1,1,1.1192,-29.163,0.0891,0.0201,0,0,0,0,0,0,0,0,0
5756,5757,1,1,1,1.1193,-29.152,0.0733,0.0181,0,0,0,0,0,0,0,0,0
5757,5758,1,1,2,1.0796,-33.114,0.022,0.01,0.0594,0,0,0,0,0,0,0,0
5758,5759,1,1,1,1.1001,-32.999,0,0,0,0,0,0,0,0,0,0,0
5759,5760,1,1,1,1.098,-33.129,0,0,0,0,0,0,0,0,0,0,0
5760,5761,1,1,1,1.0479,-33.465,0,0,0,0,0,0,0,0,0,0.486,0
5761,5762,1,1,2,1.1007,-33.359,0.1105,0.0301,1.1,0.3258,0,0,0.887,0.14,0,0,0
5762,5763,1,1,2,1.1014,-33.067,0.4155,0.211,1.1,0.3892,0,0,0.74,0.065,0,0,0
5763,5764,1,1,1,1.0966,-33.003,0,0,0,0,0,0,0,0,0,0,0
5764,5765,1,1,1,1.0964,-33.759,0,0,0,0,0,0,0,0,0,0,0
5765,5766,1,1,1,1.0941,-33.516,0.2934,0.0402,0,0,0,0,0,0,0,0,0
5766,5767,1,1,1,1.084,-33.331,0.1205,0.0211,0,0,0,0,0,0,0,0,0
5767,5768,1,1,1,1.084,-33.316,0,0,0,0,0,0,0,0,0,0,0
5768,5769,1,1,1,1.0902,-33.684,0.0629,0.01,0,0,0,0,0,0,0,0,0
5769,5770,1,1,2,1.1091,-30.124,0.0534,0.009,0,0,0,0,0,0,0,0,0
5770,5771,1,1,1,1.0726,-24.582,0.11,0.0402,0,0,0,0,0,0,0,0,0
5771,5772,1,1,2,1.0853,-30.633,0.0001,0.0001,0.22,0,0,0,0,0,0,0,0
5772,5773,1,1,1,1.0969,-30.585,0.0828,0.0261,0,0,0,0,0,0,0,0,0
5773,5774,1,1,1,1.074,-33.115,0.0576,0.0201,0,0,0,0,0,0,0,0,0
5774,5775,1,1,1,1.0826,-33.48,0.2305,0.0502,0,0,0,0,0,0,0,0,0
5775,5776,1,1,1,1.0837,-33.352,0.1886,0.0603,0,0,0,0,0,0,0,0,0
5776,5777,1,1,2,1.1105,-30.418,0.0094,0.001,0.0275,0,0,0,0,0,0,0,0
5777,5778,1,1,1,1.1107,-30.406,0.0031,0,0,0,0,0,0,0,0,0,0
5778,5779,1,1,1,1.0781,-35.698,0.0314,0.01,0,0,0,0,0,0,0,0,0
5779,5780,1,1,1,1.0995,-33.156,0.0314,0.01,0,0,0,0,0,0,0,0,0
5780,5781,1,1,1,1.1086,-30.165,0.1383,0.0452,0,0,0,0,0,0,0,0,0
5781,5782,1,1,1,1.1153,-29.576,0,0,0,0,0,0,0,0,0,0,0
5782,5783,1,1,1,1.1152,-29.553,0,0,0,0,0,0,0,0,0,0,0
5783,5784,1,1,1,1.1153,-29.554,0,0,0,0,0,0,0,0,0,0,0
5784,5785,1,1,1,1.0475,-30.064,0,0,0,0,0,0,0,0,0,0.6,0
5785,5786,1,1,1,1.0352,-35.818,0.0513,0.0111,0,0,0,0,0,0,0,0,0
5786,5787,1,1,1,1.0842,-34.419,0.0786,0.005,0,0,0,0,0,0,0,0,0
5787,5788,1,1,1,1.0842,-33.022,0.1991,0.0301,0,0,0,0,0,0,0,0,0
5788,5789,1,1,1,1.095,-31.16,0.0828,0.0311,0,0,0,0,0,0,0,0,0
5789,5790,1,1,2,1.1159,-29.664,0.1153,0.0281,0.04,0.0152,0,0,0.03,0.01,0,0,0
5790,5791,1,1,1,1.116,-29.668,0.1048,0.0201,0,0,0,0,0,0,0,0,0
5791,5792,1,1,1,1.12,-29.091,0.1362,0.0352,0,0,0,0,0,0,0,0,0
5792,5793,1,1,1,1.1199,-29.093,0.0786,0.0151,0,0,0,0,0,0,0,0,0
5793,5794,1,1,1,1.0801,-29.648,0,0,0,0,0,0,0,0,0,0.45,0
5794,5795,1,1,2,1.0844,-23.171,0.3249,0.2411,0.36,0.27,0,0,0.36,0,0,0,0
5795,5796,1,1,1,1.0951,-33.612,0.1257,0.0201,0,0,0,0,0,0,0,0,0
5796,5797,1,1,1,1.0784,-32.833,0.0419,0.005,0,0,0,0,0,0,0,0,0
5797,5798,1,1,1,1.1037,-30.19,0.0671,0.0342,0,0,0,0,0,0,0,0,0
5798,5799,1,1,1,1.0632,-24.853,0.0367,0.0111,0,0,0,0,0,0,0,0,0
5799,5800,1,1,1,1.0632,-24.852,0,0,0,0,0,0,0,0,0,0,0
5800,5801,1,1,1,1.0535,-37,0.2515,0.0301,0,0,0,0,0,0,0,0,0
5801,5802,1,1,2,1.1105,-30.313,0,0,0.124,0.0847,0,0,0.186,0.02,0,0,0
5802,5803,1,1,1,1.0739,-35.364,0.1415,0.0301,0,0,0,0,0,0,0,0,0
5803,5804,1,1,2,1.0926,-31.624,0.0001,0.0001,0.405,0.01,0,0,0.01,0,0,0,0
5804,5805,1,1,1,1.0892,-33.907,0.1519,0.0251,0,0,0,0,0,0,0,0,0
5805,5806,1,1,1,1.0722,-33.289,0.131,0.01,0,0,0,0,0,0,0,0,0
5806,5807,1,1,1,1.0849,-33.245,0.1257,0.0201,0,0,0,0,0,0,0,0,0
5807,5808,1,1,2,1.0932,-33.663,0.0943,0.0201,0.077,0,0,0,0,0,0,0,0
5808,5809,1,1,1,1.073,-33.2,0.0943,0.01,0,0,0,0,0,0,0,0,0
5809,5810,1,1,1,1.1086,-30.556,0.0891,0.0151,0,0,0,0,0,0,0,0,0
5810,5811,1,1,1,1.0795,-32.104,0.131,0,0,0,0,0,0,0,0,0,0
5811,5812,1,1,1,1.108,-30.166,0.0733,0.0201,0,0,0,0,0,0,0,0,0
5812,5813,1,1,2,1.0801,-31.913,0.1205,0.0703,0.0055,0,0,0,0,0,0,0,0
5813,5814,1,1,2,1.0797,-32.068,0.1624,0.0352,0.0198,0,0,0,0,0,0,0,0
5814,5815,1,1,1,1.0819,-24.05,0.0608,0.0201,0,0,0,0,0,0,0,0,0
5815,5816,1,1,1,1.0496,-38.471,0.4506,0.0754,0,0,0,0,0,0,0,0,0
5816,5817,1,1,1,1.0674,-37.237,0.0524,0.0151,0,0,0,0,0,0,0,0,0
5817,5818,1,1,2,1.0805,-24.068,0.1635,0.0362,0.05,0,0,0,0,0,0,0,0
5818,5819,1,1,2,1.0674,-37.481,0.0891,0.005,0,0,0,0,0.0127,0,0,0,0
5819,5820,1,1,1,1.0674,-37.475,0.0838,0.005,0,0,0,0,0,0,0,0,0
5820,5821,1,1,1,1.0646,-35.052,0.0524,0.0201,0,0,0,0,0,0,0,0,0
5821,5822,1,1,1,1.1196,-29.007,0.1257,0.0301,0,0,0,0,0,0,0,0,0
5822,5823,1,1,2,1.0853,-33.293,1.4758,0.4069,0.596,0.4473,0,0,0.6351,0,0,0,0
5823,5824,1,1,1,1.0854,-33.269,0,0,0,0,0,0,0,0,0,0,0
5824,5825,1,1,1,1.0854,-33.269,0,0,0,0,0,0,0,0,0,0,0
5825,5826,1,1,1,1.1047,-30.585,0.0618,0.0251,0,0,0,0,0,0,0,0,0
5826,5827,1,1,1,1.0841,-33.351,0.1467,0.0402,0,0,0,0,0,0,0,0,0
5827,5828,1,1,1,1.079,-32.157,0.1362,0.01,0,0,0,0,0,0,0,0,0
5828,5829,1,1,2,1.1037,-30.769,0.0482,0.0191,0,0,0,0,0,0,0,0,0
5829,5830,1,1,1,1.094,-26.658,0.1216,0.0432,0,0,0,0,0,0,0,0,0
5830,5831,1,1,1,1.1087,-30.478,0.001,0,0,0,0,0,0,0,0,0,0
5831,5832,1,1,1,1.1064,-26.723,0.1195,0.0392,0,0,0,0,0,0,0,0,0
5832,5833,1,1,1,1.0824,-33.269,0.1677,0.0352,0,0,0,0,0,0,0,0,0
5833,5834,1,1,2,1.0745,-31.96,0.1572,0.0111,0.002,0,0,0,0,0,0,0,0
5834,5835,1,1,1,1.0744,-31.947,0.1048,0.005,0,0,0,0,0,0,0,0,0
5835,5836,1,1,1,1.0837,-33.714,0.0367,0.001,0,0,0,0,0,0,0,0,0
5836,5837,1,1,1,1.0947,-30.253,0.1415,0.0442,0,0,0,0,0,0,0,0,0
5837,5838,1,1,1,1.0993,-33.056,0.0472,0,0,0,0,0,0,0,0,0,0
5838,5839,1,1,1,1.0992,-33.063,0.0419,0,0,0,0,0,0,0,0,0,0
5839,5840,1,1,2,1.0794,-35.614,0.1153,0.0301,0,0,0,0,0,0,0,0,0
5840,5841,1,1,1,1.1063,-30.264,0.0084,0.007,0,0,0,0,0,0,0,0,0
5841,5842,1,1,1,1.0855,-33.114,0.1572,0.0402,0,0,0,0,0,0,0,0,0
5842,5843,1,1,2,1.0801,-24.003,0.1048,0.0804,0.132,0.105,0,0,0.18,0,0,0,0
5843,5844,1,1,2,1.0801,-24.002,0,0,0.132,0.105,0,0,0.105,0,0,0,0
5844,5845,1,1,1,1.0638,-35.071,0.1677,0.0402,0,0,0,0,0,0,0,0,0
5845,5846,1,1,2,1.0855,-33.356,0.1153,0.01,0.005,0,0,0,0,0,0,0,0
5846,5847,1,1,2,1.0963,-33.544,0.1467,0.0301,0.2,0,0,0,0.1875,0,0,0,0
5847,5848,1,1,1,1.0962,-33.558,0.1048,0.0201,0,0,0,0,0,0,0,0,0
5848,5849,1,1,1,1.0829,-33.199,0.1278,0.0402,0,0,0,0,0,0,0,0,0
5849,5850,1,1,1,1.0852,-34.27,0.1257,0.0301,0,0,0,0,0,0,0,0,0
5850,5851,1,1,1,1.0667,-35.386,0.0367,0.0151,0,0,0,0,0,0,0,0,0
5851,5852,1,1,1,1.1097,-30.079,0.0293,0.007,0,0,0,0,0,0,0,0,0
5852,5853,1,1,1,1.0857,-24.414,0.1257,0.0301,0,0,0,0,0,0,0,0,0
5853,5854,1,1,1,1.0991,-33.072,0.1362,0.0251,0,0,0,0,0,0,0,0,0
5854,5855,1,1,1,1.069,-37.258,0.1781,0.0251,0,0,0,0,0,0,0,0,0
5855,5856,1,1,1,1.0744,-34.926,0.1939,0.0402,0,0,0,0,0,0,0,0,0
5856,5857,1,1,1,1.0764,-24.305,0.1467,0.0382,0,0,0,0,0,0,0,0,0
5857,5858,1,1,2,1.111,-31.03,0.1572,0.0352,0.0627,0,0,0,0,0,0,0,0
5858,5859,1,1,1,1.0753,-32.043,0.131,0.0201,0,0,0,0,0,0,0,0,0
5859,5860,1,1,1,1.0789,-32.961,0.1404,0.0482,0,0,0,0,0,0,0,0,0
5860,5861,1,1,1,1.0673,-34.909,0.1048,0.0301,0,0,0,0,0,0,0,0,0
5861,5862,1,1,1,1.115,-29.318,0.0367,0.01,0,0,0,0,0,0,0,0,0
5862,5863,1,1,1,1.0787,-23.885,0.0629,0.0111,0,0,0,0,0,0,0,0,0
5863,5864,1,1,2,1.0873,-32.69,0.0304,0.005,0.006,0,0,0,0,0,0,0,0
5864,5865,1,1,1,1.0862,-33.105,0.0943,0.01,0,0,0,0,0,0,0,0,0
5865,5866,1,1,1,1.0951,-34.01,0.2305,0.0151,0,0,0,0,0,0,0,0,0
5866,5867,1,1,1,1.0964,-33.189,0,0,0,0,0,0,0,0,0,0,0
5867,5868,1,1,1,1.0964,-33.207,0,0,0,0,0,0,0,0,0,0,0
5868,5869,1,1,1,1.0501,-33.56,0,0,0,0,0,0,0,0,0,0.6,0
5869,5870,1,1,2,1.0995,-33.326,0.0838,0.0151,0,0,0,0,0,0,0,0,0
5870,5871,1,1,1,1.0995,-33.331,0.0838,0.0201,0,0,0,0,0,0,0,0,0
5871,5872,1,1,1,1.0828,-32.781,0.0943,0.0201,0,0,0,0,0,0,0,0,0
5872,5873,1,1,1,1.101,-33.086,0.1834,0.0251,0,0,0,0,0,0,0,0,0
5873,5874,1,1,1,1.0934,-33.802,0.2305,0.0603,0,0,0,0,0,0,0,0,0
5874,5875,1,1,2,1.0839,-30.192,0.0943,0.0201,0.0165,0.005,0,0,0.005,0,0,0,0
5875,5876,1,1,1,1.0984,-33.396,0.1153,0.0301,0,0,0,0,0,0,0,0,0
5876,5877,1,1,1,1.0833,-33.92,0.262,0.0201,0,0,0,0,0,0,0,0,0
5877,5878,1,1,1,1.0758,-34.919,0.0629,0.0201,0,0,0,0,0,0,0,0,0
5878,5879,1,1,1,1.0792,-33.516,0.0398,0.0121,0,0,0,0,0,0,0,0,0
5879,5880,1,1,1,1.1157,-30.235,0.2096,0.0452,0,0,0,0,0,0,0,0,0
5880,5881,1,1,1,1.0945,-33.718,0.0838,0.0251,0,0,0,0,0,0,0,0,0
5881,5882,1,1,2,1.0945,-33.735,0.1572,0.0352,0,0,0,0,0,0,0,0,0
5882,5883,1,1,1,1.0963,-33.544,0,0,0,0,0,0,0,0,0,0,0
5883,5884,1,1,1,1.0962,-33.558,0,0,0,0,0,0,0,0,0,0,0
5884,5885,1,1,1,1.0804,-23.727,0.0849,0.0201,0,0,0,0,0,0,0,0,0
5885,5886,1,1,1,1.0804,-23.718,0.0733,0.0201,0,0,0,0,0,0,0,0,0
5886,5887,1,1,1,1.0987,-33.352,0.1677,0.0502,0,0,0,0,0,0,0,0,0
5887,5888,1,1,1,1.0888,-32.487,0.001,0,0,0,0,0,0,0,0,0,0
5888,5889,1,1,1,1.0858,-31.52,0.0367,0.005,0,0,0,0,0,0,0,0,0
5889,5890,1,1,1,1.0936,-23.683,0.1467,0.0603,0,0,0,0,0,0,0,0,0
5890,5891,1,1,1,1.0602,-35.738,0.1467,0.0402,0,0,0,0,0,0,0,0,0
5891,5892,1,1,1,1.0603,-35.733,0,0,0,0,0,0,0,0,0,0,0
5892,5893,1,1,1,1.0833,-34.157,0.0524,0.01,0,0,0,0,0,0,0,0,0
5893,5894,1,1,1,1.0914,-33.5,0.0524,0.01,0,0,0,0,0,0,0,0,0
5894,5895,1,1,1,1.0943,-34.092,0.0838,0.0201,0,0,0,0,0,0,0,0,0
5895,5896,1,1,1,1.0613,-35.368,0.0314,0.01,0,0,0,0,0,0,0,0,0
5896,5897,1,1,1,1.078,-35.468,0.0576,0.01,0,0,0,0,0,0,0,0,0
5897,5898,1,1,1,1.1,-33.318,0.0681,0.008,0,0,0,0,0,0,0,0,0
5898,5899,1,1,1,1.0969,-33.794,0.1677,0.0301,0,0,0,0,0,0,0,0,0
5899,5900,1,1,1,1.1002,-31.023,0.0713,0.0281,0,0,0,0,0,0,0,0,0
5900,5901,1,1,1,1.1001,-31.022,0,0,0,0,0,0,0,0,0,0,0
5901,5902,1,1,1,1.076,-24.614,0.0786,0.0171,0,0,0,0,0,0,0,0,0
5902,5903,1,1,2,1.0687,-35.262,0.0419,0.01,0.003,0,0,0,0,0,0,0,0
5903,5904,1,1,1,1.1018,-31.287,0.0398,0.01,0,0,0,0,0,0,0,0,0
5904,5905,1,1,1,1.0842,-31.343,0.001,0.001,0,0,0,0,0,0,0,0,0
5905,5906,1,1,2,1.0921,-33.931,0.2138,0.0502,0.03,0,0,0,0,0,0,0,0
5906,5907,1,1,1,1.1128,-30.827,0.0733,0.0201,0,0,0,0,0,0,0,0,0
5907,5908,1,1,1,1.1041,-30.641,0.1153,0.0301,0,0,0,0,0,0,0,0,0
5908,5909,1,1,1,1.0789,-23.971,0.1834,0.0432,0,0,0,0,0,0,0,0,0
5909,5910,1,1,2,1.0994,-33.035,0.2358,0.1638,0.1474,0,0,0,0,0,0,0,0
5910,5911,1,1,1,1.0975,-33.165,0.2096,0.0834,0,0,0,0,0,0,0,0,0
5911,5912,1,1,2,1.0616,-35.271,0.2201,0.0452,0.003,0.001,0,0,0.001,0,0,0,0
5912,5913,1,1,1,1.0827,-33.504,0.1991,0.0804,0,0,0,0,0,0,0,0,0
5913,5914,1,1,1,1.0832,-32.151,0.2305,0.0502,0,0,0,0,0,0,0,0,0
5914,5915,1,1,1,1.066,-37.604,0.0524,0.0151,0,0,0,0,0,0,0,0,0
5915,5916,1,1,1,1.1199,-29.093,0,0,0,0,0,0,0,0,0,0,0
5916,5917,1,1,1,1.1058,-30.629,0.1802,0.0583,0,0,0,0,0,0,0,0,0
5917,5918,1,1,1,1.0876,-32.523,0.1257,0.0301,0,0,0,0,0,0,0,0,0
5918,5919,1,1,1,1.0888,-32.251,0.0419,0.0111,0,0,0,0,0,0,0,0,0
5919,5920,1,1,1,1.1149,-29.522,0.2463,0.0603,0,0,0,0,0,0,0,0,0
5920,5921,1,1,2,1.0963,-33.024,0.1341,0.0553,0.0132,0,0,0,0,0,0,0,0
5921,5922,1,1,1,1.0799,-31.874,0.1383,0.0442,0,0,0,0,0,0,0,0,0
5922,5923,1,1,1,1.1121,-29.899,0.0566,0.0171,0,0,0,0,0,0,0,0,0
5923,5924,1,1,1,1.0786,-24.275,0.1572,0.0301,0,0,0,0,0,0,0,0,0
5924,5925,1,1,1,1.0786,-24.265,0.1048,0.0201,0,0,0,0,0,0,0,0,0
5925,5926,1,1,1,1.1163,-29.192,0.1257,0.0432,0,0,0,0,0,0,0,0,0
5926,5927,1,1,1,1.05,-38.454,0.0314,0.005,0,0,0,0,0,0,0,0,0
5927,5928,1,1,1,1.0501,-38.444,0,0,0,0,0,0,0,0,0,0,0
5928,5929,1,1,1,1.0524,-38.14,0.1362,0.005,0,0,0,0,0,0,0,0,0
5929,5930,1,1,1,1.0757,-36.001,0.1257,0.005,0,0,0,0,0,0,0,0,0
5930,5931,1,1,1,1.083,-32.55,0,0,0,0,0,0,0,0,0,0,0
5931,5932,1,1,1,1.083,-32.61,0.0859,0.0201,0,0,0,0,0,0,0,0,0
5932,5933,1,1,2,1.0833,-32.169,0.2358,0.0553,0.01,0,0,0,0,0,0,0,0
5933,5934,1,1,1,1.079,-32.182,0.0472,0.005,0,0,0,0,0,0,0,0,0
5934,5935,1,1,1,1.0413,-39.26,0.0367,0.005,0,0,0,0,0,0,0,0,0
5935,5936,1,1,1,1.0459,-37.541,0.11,0.0201,0,0,0,0,0,0,0,0,0
